Price,Open,High,Low,Close,Adj Close,Volume
Ticker,JPM,JPM,JPM,JPM,JPM,JPM
Date,,,,,,
2020-12-28,125.81999969482422,126.6500015258789,124.79000091552734,125.33999633789062,110.08284759521484,8072600
2020-12-29,126.19999694824219,126.27999877929688,124.88999938964844,125.01000213623047,109.79299926757812,8389200
2020-12-30,125.48999786376953,125.8499984741211,124.9000015258789,125.36000061035156,110.10041046142578,7398000
2020-12-31,125.08999633789062,127.33000183105469,124.81999969482422,127.06999969482422,111.60226440429688,8580200
2021-01-04,127.5,127.86000061035156,124.77999877929688,125.87000274658203,110.54833221435547,16819900
2021-01-05,124.98999786376953,126.30000305175781,123.7699966430664,125.6500015258789,111.14986419677734,13731200
2021-01-06,129.8800048828125,132.77000427246094,127.87999725341797,131.5500030517578,116.36898803710938,24909100
2021-01-07,135.69000244140625,138.19000244140625,134.9199981689453,135.8699951171875,120.1904525756836,21940400
2021-01-08,135.97000122070312,136.35000610351562,134.1199951171875,136.02000427246094,120.32315826416016,12035100
2021-01-11,134.5800018310547,138.1999969482422,134.11000061035156,138.0500030517578,122.1188735961914,15937900
2021-01-12,139.44000244140625,141.66000366210938,138.8300018310547,140.22000122070312,124.0384521484375,18033500
2021-01-13,138.58999633789062,140.7899932861328,138.10000610351562,140.35000610351562,124.15345001220703,14816800
2021-01-14,140.49000549316406,142.75,140.0,141.1699981689453,124.87882995605469,18565600
2021-01-15,137.42999267578125,141.64999389648438,137.00999450683594,138.63999938964844,122.64079284667969,27881000
2021-01-19,139.86000061035156,140.6999969482422,137.82000732421875,138.0399932861328,122.11003112792969,19843800
2021-01-20,137.82000732421875,138.1699981689453,135.44000244140625,135.97000122070312,120.2789306640625,16028800
2021-01-21,135.69000244140625,136.16000366210938,134.32000732421875,134.8300018310547,119.27047729492188,13411700
2021-01-22,132.69000244140625,134.39999389648438,132.1999969482422,133.7899932861328,118.35047149658203,12933200
2021-01-25,132.13999938964844,133.1699981689453,130.05999755859375,132.1199951171875,116.87319946289062,14212800
2021-01-26,132.75,133.1699981689453,131.33999633789062,131.5800018310547,116.39554595947266,11307800
2021-01-27,129.58999633789062,129.85000610351562,127.3499984741211,127.86000061035156,113.1048355102539,17603900
2021-01-28,129.89999389648438,132.1699981689453,128.99000549316406,130.11000061035156,115.09516906738281,13761800
2021-01-29,131.19000244140625,131.72000122070312,128.19000244140625,128.6699981689453,113.82132720947266,14808100
2021-02-01,129.39999389648438,130.07000732421875,128.47999572753906,129.6199951171875,114.66171264648438,11080700
2021-02-02,131.94000244140625,134.38999938964844,131.22000122070312,133.61000061035156,118.1912612915039,12253600
2021-02-03,133.64999389648438,135.75999450683594,133.50999450683594,135.13999938964844,119.54469299316406,10600800
2021-02-04,135.47000122070312,138.66000366210938,135.47000122070312,138.25,122.29578399658203,12419500
2021-02-05,139.38999938964844,139.49000549316406,137.3800048828125,137.97999572753906,122.05697631835938,10051300
2021-02-08,138.1999969482422,140.3000030517578,138.17999267578125,140.13999938964844,123.96771240234375,10136400
2021-02-09,139.42999267578125,139.97999572753906,138.5399932861328,139.5800018310547,123.47229766845703,8614800
2021-02-10,140.0,140.8699951171875,139.0399932861328,139.66000366210938,123.54310607910156,10323200
2021-02-11,139.66000366210938,140.5500030517578,138.22000122070312,139.27000427246094,123.19808197021484,9201000
2021-02-12,139.0500030517578,141.61000061035156,139.0,141.25,124.94956970214844,8324600
2021-02-16,143.5500030517578,145.32000732421875,142.39999389648438,144.64999389648438,127.95723724365234,12130600
2021-02-17,143.9499969482422,145.3800048828125,143.1199951171875,145.10000610351562,128.3553009033203,10810100
2021-02-18,144.0,145.7899932861328,143.39999389648438,145.58999633789062,128.78875732421875,10587800
2021-02-19,145.86000061035156,148.83999633789062,145.86000061035156,148.02000427246094,130.9383544921875,11969800
2021-02-22,146.8699951171875,150.19000244140625,146.7899932861328,149.41000366210938,132.16793823242188,11488400
2021-02-23,151.50999450683594,152.30999755859375,149.58999633789062,150.61000061035156,133.22943115234375,16234400
2021-02-24,150.11000061035156,153.75999450683594,150.11000061035156,153.25999450683594,135.57362365722656,15061400
2021-02-25,154.27000427246094,154.89999389648438,150.58999633789062,151.17999267578125,133.73362731933594,18127700
2021-02-26,150.3000030517578,150.8699951171875,146.50999450683594,147.1699981689453,130.18643188476562,19829200
2021-03-01,149.52000427246094,151.3800048828125,148.47999572753906,150.5,133.1321258544922,14845500
2021-03-02,150.0800018310547,151.77999877929688,149.83999633789062,150.00999450683594,132.69869995117188,14221700
2021-03-03,151.22999572753906,154.97999572753906,150.82000732421875,152.91000366210938,135.26397705078125,14324100
2021-03-04,152.61000061035156,154.3800048828125,148.6199951171875,150.55999755859375,133.1852264404297,20093900
2021-03-05,153.22000122070312,153.49000549316406,147.97000122070312,150.91000366210938,133.4948272705078,18465100
2021-03-08,152.47000122070312,155.4600067138672,150.75,152.91000366210938,135.26397705078125,17133300
2021-03-09,151.5,154.25,149.82000732421875,151.8300018310547,134.30868530273438,16238800
2021-03-10,151.91000366210938,156.16000366210938,151.50999450683594,155.1300048828125,137.22784423828125,14342200
2021-03-11,154.11000061035156,156.14999389648438,153.36000061035156,154.32000732421875,136.51129150390625,11771500
2021-03-12,156.86000061035156,157.6300048828125,155.07000732421875,156.14999389648438,138.13014221191406,12849500
2021-03-15,156.35000610351562,156.9199981689453,153.9600067138672,155.3699951171875,137.4401397705078,12101100
2021-03-16,154.08999633789062,154.60000610351562,152.19000244140625,153.50999450683594,135.7947998046875,12805600
2021-03-17,155.33999633789062,156.8800048828125,153.0500030517578,155.08999633789062,137.1924591064453,13952400
2021-03-18,157.60000610351562,161.69000244140625,157.11000061035156,157.64999389648438,139.45700073242188,21898500
2021-03-19,155.50999450683594,155.94000244140625,151.19000244140625,155.13999938964844,137.2366943359375,54418800
2021-03-22,152.8000030517578,153.97000122070312,150.61000061035156,150.97000122070312,133.54791259765625,19944800
2021-03-23,150.3300018310547,152.1199951171875,148.9600067138672,149.4600067138672,132.212158203125,17076300
2021-03-24,150.0,153.17999267578125,149.86000061035156,150.6199951171875,133.23828125,13079800
2021-03-25,150.0,152.97000122070312,149.3300018310547,152.5500030517578,134.94557189941406,15608300
2021-03-26,154.3000030517578,155.4499969482422,152.5500030517578,155.08999633789062,137.1924591064453,16754400
2021-03-29,152.1199951171875,153.72999572753906,151.0399932861328,152.67999267578125,135.06056213378906,17570300
2021-03-30,154.4600067138672,155.8699951171875,153.8800048828125,154.47999572753906,136.65283203125,13184300
2021-03-31,153.27999877929688,154.49000549316406,152.1199951171875,152.22999572753906,134.66246032714844,16736700
